hwm_id,lon,lat,x_utm10,y_utm10,cell,elev_ft,elev_m,cell_z_m,above_bed_m,is_above_bed,vdatum_id,vdatum,hwm_quality_id,hwm_quality,hwm_environment,survey_date,waterbody
33407,-95.6358263,29.8564738,3193274.0,3639400.7,1952534,108.444,33.054,34.97,-1.916,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33419,-95.6856067,29.7757536,3190624.1,3628645.1,1049608,100.548,30.647,30.87,-0.223,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33413,-95.6434775,29.8361779,3193105.7,3636823.9,1835528,107.739,32.839,31.87,0.969,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33414,-95.7038749,29.7591805,3189256.2,3626226.6,967492,100.258,30.559,30.07,0.489,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33416,-95.6345739,29.8574348,3193372.7,3639546.1,1952740,108.766,33.152,35.03,-1.878,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33417,-95.6357312,29.8482782,3193531.1,3638444.0,1844077,108.584,33.096,34.17,-1.074,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33412,-95.3187859,29.7518603,3228838.3,3635543.2,2897548,20.385,6.213,0.30,5.913,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33410,-95.7421456,29.7174529,3186597.1,3620341.3,898081,101.136,30.826,29.60,1.226,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33411,-95.7407554,29.7228372,3186578.0,3621007.9,896813,101.283,30.871,28.20,2.671,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33409,-95.7482226,29.7215318,3185854.2,3620660.0,897159,101.261,30.864,29.67,1.194,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33406,-95.5338715,29.7509343,3206874.0,3629730.1,2769096,65.997,20.116,20.10,0.016,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33415,-95.7038892,29.7587395,3189267.9,3626174.6,967547,101.277,30.869,29.90,0.969,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33418,-95.5335191,29.747479,3207014.5,3629334.6,2768834,65.871,20.077,19.57,0.507,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33421,-95.6221201,29.8571668,3194651.4,3639842.6,486438,108.746,33.146,33.13,0.016,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33422,-95.634546,29.8531734,3193504.2,3639048.1,1843487,109.089,33.250,33.73,-0.480,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33420,-95.6870522,29.8065917,3189549.4,3632216.8,1090539,108.722,33.138,33.07,0.068,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33425,-95.6327326,29.8595402,3193497.0,3639841.0,121934,108.423,33.047,34.80,-1.753,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33426,-95.3610239,29.7647365,3224125.5,3635927.6,2887337,35.261,10.748,7.93,2.818,yes,2,NAVD88,5,unknown,Coastal,2018-07-14T05:00:00,Gulf of America
33427,-95.7532918,29.7278543,3185147.1,3621267.7,883758,101.359,30.894,30.50,0.394,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33428,-95.6094677,29.8464066,3196267.5,3638916.2,1853449,108.809,33.165,31.10,2.065,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33429,-95.7516996,29.7182148,3185598.2,3620181.0,873902,100.827,30.732,30.60,0.132,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33431,-95.7579435,29.7216864,3184856.4,3620424.3,218624,101.182,30.840,30.77,0.070,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33432,-95.7623468,29.7089818,3184786.4,3618822.3,870046,101.214,30.850,31.63,-0.780,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33433,-95.7265949,29.7442646,3187382.9,3623886.1,983094,101.434,30.917,29.70,1.217,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33434,-95.4014261,29.7623686,3220066.5,3634576.1,714778,41.99,12.799,11.60,1.199,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33435,-95.5924901,29.8442665,3198064.7,3639113.1,1894003,108.811,33.166,33.57,-0.404,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33436,-95.7549578,29.7161555,3185326.9,3619854.9,54523,101.219,30.852,31.03,-0.178,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33438,-95.5013768,29.7628958,3209833.1,3631989.5,665679,57.313,17.469,17.73,-0.261,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33437,-95.6266172,29.8588542,3194141.6,3639921.7,1947032,108.972,33.215,33.33,-0.115,no,2,NAVD88,5,unknown,Coastal,2018-07-14T05:00:00,Gulf of America
33439,-95.4850947,29.7724485,3211207.5,3633539.1,2836919,66.306,20.210,18.23,1.980,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33440,-95.6856315,29.8063565,3189701.5,3632226.5,272583,107.993,32.916,33.80,-0.884,no,2,NAVD88,5,unknown,Coastal,2018-07-14T05:00:00,Gulf of America
33441,-95.5991301,29.8472671,3197296.4,3639289.3,1895925,108.978,33.216,33.23,-0.014,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33443,-95.6293538,29.8588402,3193862.9,3639848.0,486606,108.993,33.221,33.43,-0.209,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33442,-95.7181824,29.7481449,3188125.9,3624560.3,982095,101.25,30.861,31.07,-0.209,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33444,-95.6888667,29.8063423,3189371.7,3632140.0,1090910,108.869,33.183,33.40,-0.217,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33445,-95.6637817,29.8166121,3191623.1,3634000.3,1095177,108.137,32.960,32.43,0.530,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33450,-95.6922466,29.7758871,3189942.0,3628486.7,1049221,101.121,30.822,31.23,-0.408,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33451,-95.597622,29.8447826,3197525.4,3639038.2,1895630,108.723,33.139,33.23,-0.091,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33454,-95.7498363,29.7159488,3185856.3,3619964.4,218308,101.119,30.821,30.97,-0.149,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33455,-95.6520121,29.8297292,3192429.1,3635844.8,1830189,108.209,32.982,32.27,0.712,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33447,-95.5111035,29.7471929,3209314.4,3629893.0,694820,61.86,18.855,19.00,-0.145,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33452,-95.6516024,29.8367039,3192260.7,3636671.9,1836051,109.077,33.247,33.67,-0.423,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33453,-95.6518611,29.8334746,3192331.6,3636287.1,1836924,109.04,33.235,33.37,-0.135,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33456,-95.5493262,29.7617524,3204967.4,3630589.4,2671860,69.279,21.116,21.77,-0.654,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33460,-95.6340715,29.853861,3193531.9,3639141.1,1843556,108.402,33.041,32.87,0.171,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33461,-95.4501597,29.7558159,3215283.2,3632515.5,2855859,45.732,13.939,7.80,6.139,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33457,-95.6401413,29.8391396,3193356.8,3637258.3,1845805,107.882,32.882,32.27,0.612,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33459,-95.5497408,29.7630369,3204886.2,3630728.9,2671450,69.326,21.131,22.03,-0.899,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33458,-95.645964,29.830692,3193017.3,3636116.4,1830700,108.37,33.031,32.37,0.661,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33462,-95.6043179,29.8421039,3196923.0,3638548.2,1854839,108.643,33.114,33.37,-0.256,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33463,-95.7504989,29.7234793,3185563.4,3620828.5,885548,101.287,30.872,30.33,0.542,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33464,-95.6883251,29.8002544,3189610.1,3631441.6,1083365,108.916,33.198,29.53,3.668,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33465,-95.6044238,29.8417162,3196923.9,3638500.0,1854811,108.979,33.217,33.20,0.017,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33466,-95.6215422,29.8634823,3194519.6,3640597.0,1948028,108.502,33.071,33.17,-0.099,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33467,-95.7537222,29.7231545,3185243.8,3620706.3,221190,101.224,30.853,30.50,0.353,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33468,-95.3666066,29.7629016,3223610.6,3635564.0,2887662,39.143,11.931,4.17,7.761,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33472,-95.592372,29.8505348,3197887.3,3639850.0,1897072,107.132,32.654,31.40,1.254,yes,2,NAVD88,5,unknown,Coastal,2018-07-14T05:00:00,Gulf of America
33470,-95.6609084,29.8306109,3191494.7,3635714.2,1828533,108.263,32.999,31.97,1.029,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33471,-95.7180358,29.7511152,3188051.8,3624911.8,981774,102.196,31.149,31.27,-0.121,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33473,-95.7338117,29.7316044,3187024.9,3622215.5,892702,101.242,30.859,30.90,-0.041,no,2,NAVD88,3,fair,Coastal,2018-07-05T05:00:00,Gulf of America
33475,-95.7432969,29.7261214,3186220.1,3621325.9,885952,101.158,30.833,30.20,0.633,yes,2,NAVD88,3,fair,Coastal,2018-07-05T05:00:00,Gulf of America
33474,-95.6444092,29.8620872,3192229.0,3639831.9,1953865,108.763,33.151,34.17,-1.019,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33476,-95.7417378,29.7100895,3186859.1,3619490.0,224992,101.431,30.916,30.00,0.916,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33477,-95.5438754,29.7553727,3205717.3,3629986.0,691642,67.28,20.507,20.23,0.277,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33479,-95.5427697,29.7558818,3205814.9,3630074.8,2673228,66.921,20.398,21.40,-1.002,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33478,-95.6315658,29.8446182,3194066.5,3638125.2,1844450,108.422,33.047,33.03,0.017,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33480,-95.5073338,29.7569873,3209403.2,3631139.9,2664798,59.55,18.151,18.30,-0.149,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33481,-95.5070211,29.7538349,3209530.6,3630778.9,665964,56.531,17.231,13.30,3.931,yes,2,NAVD88,5,unknown,Coastal,2018-07-14T05:00:00,Gulf of America
33482,-95.7372842,29.7130158,3187226.7,3619948.9,901248,101.111,30.819,26.50,4.319,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33483,-95.4597795,29.7644565,3214037.5,3633273.0,707248,47.729,14.548,6.37,8.178,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33484,-95.5035486,29.7485686,3210045.1,3630253.7,2779191,60.417,18.415,17.27,1.145,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33485,-95.7417378,29.7100895,3186859.1,3619490.0,224992,101.084,30.810,30.00,0.810,yes,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
33486,-95.6280171,29.8663531,3193772.3,3640762.5,1947638,108.824,33.170,34.40,-1.230,no,2,NAVD88,3,fair,Coastal,2018-07-14T05:00:00,Gulf of America
